timestamp,temperature,pressure,humidity,pm25,pm10,aqi,aqi_label,wind_speed,wind_heading,rain_rate,fire_safety_rating,prev_day_high_temp,prev_day_low_temp,prev_day_avg_pressure,prev_day_high_humidity,prev_day_high_aqi,prev_day_worst_aqi_label,prev_day_avg_wind_speed,prev_day_total_rain,prev_day_worst_fire_safety
22.64,98656.60,33.39,0.00,177,0.00,0,0.00,0.00
22.65,98655.33,33.34,0.00,179,0.00,0,0.00,0.00
22.57,98646.01,33.49,0.00,188,0.00,0,0.00,0.00
22.58,98645.69,33.46,0.00,188,0.00,0,0.00,0.00
22.67,98624.54,33.59,0.00,188,0.00,0,0.00,0.00
22.68,98621.71,33.61,0.00,188,0.00,0,0.00,0.00
22.68,98620.30,34.04,0.00,188,0.00,0,0.00,0.00
22.67,98621.74,33.80,0.00,188,0.00,0,0.00,0.00
24.89,98567.32,30.58,0.00,144,0.00,0,0.00,0.00
25.05,98566.96,30.62,0.00,144,0.00,0,0.00,0.00
24.98,98563.53,30.87,0.00,143,0.00,0,0.00,0.00
25.01,98563.74,30.74,0.00,144,0.00,0,0.00,0.00
24.93,98567.21,30.60,0.00,144,0.00,0,0.00,0.00
25.00,98558.28,30.69,0.00,144,0.00,0,0.00,0.00
25.00,98559.52,30.58,0.00,144,0.00,0,0.00,0.00
25.00,98565.97,30.47,0.00,143,0.00,0,0.00,0.00
24.85,98567.00,30.64,0.00,143,0.00,0,0.00,0.00
24.74,98567.35,30.94,0.00,143,0.00,0,0.00,0.00
24.75,98566.76,30.92,0.00,143,0.00,0,0.00,0.00
24.71,98565.02,30.82,0.00,143,0.00,0,0.00,0.00
24.57,98568.04,31.05,0.00,142,0.00,0,0.00,0.00
24.65,98564.89,31.65,0.00,142,0.00,0,0.00,0.00
24.54,98566.63,31.43,0.00,142,0.00,0,0.00,0.00
24.41,98570.11,31.70,0.00,142,0.00,0,0.00,0.00
24.43,98571.97,31.73,0.00,142,0.00,0,0.00,0.00
24.29,98572.45,31.83,0.00,142,0.00,0,0.00,0.00
23.60,98556.11,32.80,0.00,154,0.00,0,0.00,0.00
23.60,98561.28,32.88,0.00,154,0.00,0,0.00,0.00
23.84,98553.63,32.59,0.00,154,0.00,0,0.00,0.00
23.54,98564.13,33.48,0.00,149,0.00,0,0.00,0.00
23.54,98567.75,33.33,0.00,149,0.00,0,0.00,0.00
23.16,98551.70,33.28,0.00,148,0.00,0,0.00,0.00
23.17,98556.14,33.33,0.00,149,0.00,0,0.00,0.00
23.17,98555.35,33.30,0.00,149,0.00,0,0.00,0.00
23.18,98568.96,33.21,0.00,148,0.00,0,0.00,0.00
24.42,98561.13,31.40,0.75,181,0.00,0,0.00,0.00
24.35,98564.11,31.54,0.00,181,0.00,0,0.00,0.00
24.28,98563.97,31.94,0.00,181,0.00,0,0.00,0.00
24.27,98564.36,32.05,0.00,180,0.00,0,0.00,0.00
24.19,98563.37,31.93,0.00,180,0.00,0,0.00,0.00
24.17,98566.21,31.98,0.00,181,0.00,0,0.00,0.00
24.14,98563.79,32.33,0.00,181,0.00,0,0.00,0.00
24.14,98564.31,32.08,0.00,180,0.00,0,0.00,0.00
23.46,98526.19,32.35,0.00,182,0.00,0,0.00,0.00
23.73,98512.31,31.78,0.00,183,0.00,0,0.00,0.00
23.74,98515.99,31.79,0.00,183,0.00,0,0.00,0.00
23.80,98514.39,31.98,0.00,183,0.00,0,0.00,0.00
23.45,98532.42,32.10,0.00,182,0.00,0,0.00,0.00
23.44,98527.27,32.04,0.00,180,0.00,0,0.00,0.00
23.45,98526.29,32.04,0.00,178,0.00,0,0.00,0.00
23.41,98536.78,32.03,0.00,179,0.00,0,0.00,0.00
23.43,98541.05,32.05,0.00,179,0.00,0,0.00,0.00
23.56,98538.75,31.88,0.00,179,0.00,0,0.00,0.00
23.59,98530.22,31.91,0.00,179,0.00,0,0.00,0.00
23.62,98520.99,31.74,0.00,180,0.00,0,0.00,0.00
23.67,98514.64,31.78,0.00,179,0.00,0,0.00,0.00
23.71,98512.36,31.74,0.00,179,0.00,0,0.00,0.00
23.75,98509.05,31.74,0.00,179,0.00,0,0.00,0.00
23.68,98512.53,31.69,0.00,179,0.00,0,0.00,0.00
23.67,98506.39,31.72,0.00,179,0.00,0,0.00,0.00
